No,Type,Refit,Concentration,Grid,Features,Layer,X,Y,Material,MXL(mm),MXW(mm),MXT(mm),Weight(g),Mat_no,Memo,MF
271,PI,19,1 ,K-36（E）,,Y3,2119.0833 ,103.7115 ,SH,33.5,24.7,8.9,5.46,10,,1
272,CH,,1 ,K-36（E）,,Y3,2160.2838 ,119.1363 ,SH,18.2,18.85,9.3,1.57,,,0
273,FL,2,1 ,K-36（E）,,Y3,2017.6044 ,121.7747 ,SH,31.4,30.2,12.8,7.9,2,,1
274,FL,,1 ,K-36（E）,,Y3,2031.4055 ,118.1215 ,SH,14.2,22.9,3.85,1.09,7,,0
275,FL,17,1 ,K-36（E）,,Y3,2015.5748 ,105.9440 ,SH,34.9,25.1,7.45,6.16,7,,0
276,FL,11,1 ,K-36（E）,,Y3,2029.3759 ,103.9144 ,SH,51.95,35.1,10.3,14.17,5,,1
277,PI,23,1 ,K-36（E）,,Y3,2117.4596 ,132.5315 ,SH,43.1,33.15,11.2,15.94,14,,0
278,FL,17,1 ,K-36（E）,,Y3,2075.8533 ,130.7049 ,SH,25,36.5,4.6,4.7,7,,1
279,PI,18,1 ,K-36（E）,,Y3,2111.5739 ,167.2373 ,SH,,,,,9,,0
280,SP,2,1 ,K-36（E）,,Y3,2098.1786 ,166.0196 ,SH,38.4,22.5,4.75,1.95,2,,1
281,CO,16,1 ,K-36（E）,,Y3,2062.4581 ,165.2077 ,SH,64.4,41.2,16.45,38.02,6,,0
282,CH,,1 ,K-36（E）,,Y3,2042.1623 ,119.3392 ,SH,10.5,13.4,2.25,0.21,6,,0
283,CH,,1 ,K-36（E）,,Y3,2073.0119 ,117.7156 ,SH,13.3,7.5,1.2,0.09,,,0
284,FL,15,1 ,K-36（E）,,Y3,2052.9190 ,100.0582 ,SH,28.3,36,9.4,7.27,5,,0
285,FL,23,1 ,K-36（E）,,Y3,2142.6264 ,122.3836 ,SH,31.95,34.35,5.8,5.85,14,,1
286,FL,23,1 ,J-36（E）,,Y3,2177.5352 ,-148.7681 ,SH,29.65,18.15,6.85,3.68,14,,0
287,CH,,1 ,J-36（E）,,Y3,2225.2303 ,-215.7442 ,SH,6.45,5.8,1.45,0.03,,,0
288,CH,,1 ,J-36（E）,,Y3,2248.3675 ,-193.8248 ,SH,12.4,11,3.4,0.24,5,,0
289,CH,16,1 ,J-36（E）,,Y3,2244.7142 ,-225.8921 ,SH,11.7,13.5,4.95,0.52,6,,0
290,CH,,1 ,K-36（E）,,Y3,2267.4455 ,-236.0400 ,SH,15.5,8.95,4.75,0.41,6,,0
291,CH,,1 ,J-35（E）,,Y3,2318.9968 ,-332.0391 ,SH,11.7,8.1,3,0.23,,,0
292,FL,14,1 ,J-35（E）,,Y3,2341.3222 ,-333.2569 ,SH,34.4,33.8,19.8,6.93,5,,1
293,CH,17,1 ,J-35（E）,,Y3,2356.3411 ,-336.9101 ,SH,10.7,24.7,21.45,4.12,7,,0
294,CH,2,1 ,J-36（E）,,Y3,2098.9905 ,58.6548 ,SH,8.2,3.3,11.3,3.1,2,,1
295,CH,,1 ,K-36（E）,,Y3,2130.4489 ,107.9736 ,SH,17.3,17.6,3.5,0.37,7,,0
296,CH,,1 ,K-36（E）,,Y3,2158.8631 ,63.7288 ,SH,10.3,8.1,5.85,0.31,1,,0
297,CH,,1 ,K-36（E）,,Y3,2147.9033 ,47.8981 ,SH,9.1,7.6,1.5,0.7,5,,0
298,CH,,1 ,K-36（E）,,Y3,2119.0833 ,56.4223 ,SH,14.7,11.6,5.75,0.54,2,,0
299,FL,2,1 ,K-36（E）,,Y3,2127.6075 ,13.3952 ,SH,18.4,22.4,5.05,2.22,2,,0
300,CH,,1 ,K-36（E）,,Y3,2072.8089 ,17.4544 ,SH,16.9,7.45,1.95,0.27,2,,0
301,CH,,1 ,K-36（E）,,Y3,2095.5402 ,-12.1775 ,SH,13.25,13.45,2.2,0.49,2,,0
302,CH,,1 ,J-36（E）,,Y3,2136.9436 ,-36.5324 ,SH,8.2,9.7,0.95,0.08,9,,0
303,CH,,1 ,J-36（E）,,Y3,2146.2797 ,-69.8175 ,SH,16.95,15.6,3.6,0.78,5,,0
304,CH,,1 ,J-36（E）,,Y3,2143.4383 ,-102.2908 ,SH,7.1,6,0.4,0.02,5,,0
305,CH,,1 ,J-36（E）,,Y3,2138.9732 ,-112.0328 ,SH,4.1,7.2,0.95,0.02,2,,0
306,CH,,1 ,J-36（E）,,Y3,2143.8442 ,-118.9333 ,SH,7.05,7.3,0.9,0.02,5,,0
307,SP,2,1 ,J-36（E）,,Y3,2151.5566 ,-110.0032 ,SH,41.7,23,9.1,8.22,2,,1
308,CH,,1 ,J-36（E）,,Y3,2040.7416 ,-149.7829 ,SH,11.3,9.2,1.2,0.1,14,,0
309,CH,,1 ,J-36（E）,,Y3,2047.2362 ,-161.9604 ,SH,7.05,9.25,0.75,0.05,5,,0
310,CH,,1 ,J-36（E）,,Y3,2057.7900 ,-165.6136 ,SH,10.05,14.45,2.55,0.27,7,,0
311,CH,,1 ,J-36（E）,,Y3,2065.5024 ,-161.5545 ,SH,6.9,11.6,4,0.23,,,0
312,CH,,1 ,J-36（E）,,Y3,2056.5723 ,-152.2184 ,SH,14.4,9.8,1.9,0.22,,,0
313,CH,,1 ,J-36（E）,,Y3,2065.9083 ,-147.3474 ,SH,7.3,7.55,1.5,0.1,2,,0
314,CH,,1 ,J-36（E）,,Y3,2059.4137 ,-139.6350 ,SH,11.35,13.7,1.7,0.15,,,0
315,FL,2,1 ,J-36（E）,,Y3,2069.5616 ,-189.1568 ,SH,30.15,30,5.5,4.89,2,,1
316,CH,,1 ,J-36（E）,,Y3,2093.5106 ,-191.1863 ,SH,5.15,14.8,4.6,0.82,7,,0
317,CH,,1 ,J-36（E）,,Y3,2052.9190 ,-243.9554 ,?,11.45,10.4,2.45,0.21,,,0
318,CH,,1 ,J-36（E）,,Y3,2213.2558 ,-293.8830 ,SH,8.5,9,1.05,0.11,14,,0
319,CH,,1 ,J-36（E）,,Y3,2232.7397 ,-303.2191 ,SH,17.35,13.2,3.2,0.74,5,,1
320,CH,,1 ,J-36（E）,,Y3,2251.4119 ,-351.9290 ,SH,19.2,9.2,3.3,0.41,5,,0
321,CH,,1 ,J-36（E）,,Y3,2211.6321 ,-345.4343 ,SH,9.85,9.6,2.05,0.22,7,,0
322,SP,2,1 ,J-36（E）,,Y3,2193.7718 ,-334.4746 ,SH,27.4,13,5.75,1.81,2,,0
323,FL,,1 ,J-36（E）,,Y3,2212.8499 ,-366.5419 ,SH,21.1,26.7,2.5,1.51,9,,0
324,FL,,1 ,J-36（E）,,Y3,2274.9550 ,-374.6603 ,SH,21.3,14.3,3.8,0.87,7,,0
325,RF,12,1 ,J-36（E）,,Y3,2238.4225 ,-412.0045 ,SH,22.2,32,4.95,3.31,5,,1
326,FL,,1 ,J-36（E）,,Y3,1853.2085 ,-10.1479 ,SH,14.65,20.5,1.9,0.48,5,,0
327,CH,,1 ,J-36（E）,,Y3,1847.1197 ,-46.2744 ,SH,19.7,9.1,5.1,0.42,7,,0
328,CH,,1 ,J-36（E）,,Y3,1846.9168 ,-98.6375 ,SH,8.3,11.8,2.1,0.14,2,,0
329,CH,2,1 ,J-36（E）,,Y3,2212.0380 ,-574.3708 ,SH,16.15,13.5,3.4,0.56,2,,1
330,KN,,1 ,J-36（E）,,Y3,2042.3652 ,-537.0266 ,SH,30.1,18.1,5.8,2.9,7,,0
331,ES,,1 ,J-36（E）,,Y3,,,SH,34.15,25.8,9.6,5.46,10,,0
332,FL,,1 ,J-36（E）,,Y3,1972.5477 ,-575.1827 ,SH,54.4,50.8,16.1,26.56,8,,0
333,RF,,1 ,J-36（E）,,Y3,1965.2412 ,-546.3626 ,SH,27.2,24.2,7.45,4.38,,,0
334,CO,,1 ,J-36（E）,,Y3,1975.7950 ,-546.7686 ,SH,29.1,35.4,20.2,22.5,,,0
335,CH,17,1 ,J-36（E）,,Y3,1911.6603 ,-510.6420 ,SH,15.05,14,4.4,0.55,7,,0
336,CH,,1 ,J-36（E）,,Y3,1908.0071 ,-440.0127 ,SH,12.4,15.4,1.5,0.1,2,,0
337,CH,,1 ,J-36（E）,,Y3,1873.0983 ,-418.9051 ,SH,15.7,16.9,1.45,0.36,7,,0
338,FL,,1 ,J-36（E）,,Y3,1863.7623 ,-450.5665 ,SH,27.5,26,6.1,2.74,7,,0
339,SP,11,1 ,J-36（E）,,Y3,2073.6207 ,-400.2330 ,SH,62.8,25.1,13.4,19.95,5,,1
340,FL,19,1 ,J-36（E）,,Y3,2046.0185 ,-386.0259 ,SH,43.2,13.5,8.45,2.84,10,,1
341,FL,,1 ,J-36（E）,,Y3,2019.6339 ,-388.4614 ,SH,30.4,27.7,5.8,5.06,,,1
342,CH,,1 ,J-36（E）,,Y3,2132.8844 ,-350.7112 ,SH,15.45,10.1,1.4,0.39,,,0
343,CH,23,1 ,J-36（E）,,Y3,2172.2583 ,-344.6225 ,SH,13.3,6.4,2.85,0.2,14,,0
344,CH,,1 ,J-36（E）,,Y3,2160.0808 ,-344.6225 ,SH,9.6,11.4,2.1,0.18,,,0
345,CH,,1 ,J-36（E）,,Y3,1948.5987 ,-541.4916 ,SH,11.1,7.5,1.55,0.08,7,,0
346,CH,,1 ,J-36（E）,,Y3,1931.1443 ,-518.3544 ,SH,13.1,9.4,2.9,0.18,7,,0
347,CH,,1 ,J-36（E）,,Y3,1995.6849 ,-293.8830 ,SH,17.65,15.7,4.7,1.02,7,,0
348,FL,17,1 ,J-36（E）,,Y3,2018.4162 ,-279.6760 ,SH,41.1,13.5,10.9,5.74,7,,0
349,CH,,1 ,J-36（E）,,Y3,2009.0801 ,-305.6546 ,SH,6.2,10.3,2.3,0.13,7,,0
350,FL,,1 ,J-36（E）,,Y3,1946.9750 ,-321.4853 ,SH,15.1,22.4,6.5,1.45,7,,0
351,PI,,1 ,J-36（E）,,Y3,1944.1336 ,-313.3670 ,SH,34.7,27.2,6.4,7.36,,,1
352,RF,,1 ,J-36（E）,,Y3,1935.2035 ,-312.5551 ,SH,12.1,12.5,5.8,0.45,,,0
353,FL,,1 ,J-36（E）,,Y3,1837.3778 ,-375.0662 ,SH,21.5,10.1,2.8,0.44,7,,0
354,FL,15,1 ,J-36（E）,,Y3,1841.4369 ,-353.5526 ,SH,31,33.6,9.3,5.04,5,,0
355,CH,,1 ,J-36（E）,,Y3,1852.3966 ,-303.6250 ,Sh,10.7,9.75,2.05,0.17,,,0
356,KN,,1 ,J-36（E）,,Y3,1794.3507 ,-361.6710 ,SH,53.7,16.5,4.8,4.17,21,,0
357,SP,15,1 ,J-36（E）,,Y3,1765.9366 ,-347.8698 ,SH,61.8,23.8,8.05,10.64,5,,0
358,CH,,1 ,J-36（E）,,Y3,1919.7787 ,-327.9799 ,SH,18.7,16,2.9,,5,,0
359,CH,,1 ,J-36（E）,,Y3,1782.1732 ,-347.4639 ,SH,9.9,8.6,2.3,0.06,8,,0
360,CH,,1 ,J-36（E）,,Y3,1894.6119 ,-168.0491 ,SH,18.1,17.1,3.8,1,5,,0
361,RF,2,1 ,J-36（E）,,Y3,,,SH,13.25,14.2,5.55,0.62,2,,1
362,CH,,1 ,J-36（E）,,Y3,1856.4558 ,-146.5356 ,SH,14.4,15.8,4.4,0.87,,,0
363,SP,15,1 ,J-36（E）,,Y3,1836.9718 ,-155.4657 ,SH,38.3,14.6,9.9,3.74,5,,0
364,CH,,1 ,J-36（E）,,Y3,1837.3778 ,-173.7320 ,SH,19.75,6.9,1.95,0.14,14,,0
365,FL,3,1 ,J-36（E）,,Y3,1785.4205 ,-241.5199 ,SH,36.6,32.9,7.6,8.59,3,,1
366,CH,,1 ,J-36（E）,,Y3,1811.3991 ,-161.9604 ,SH,11.5,10.65,3.1,0.39,5,,0
367,FL,15,1 ,J-36（E）,,Y3,1803.2808 ,-145.3178 ,SH,27,22.4,3.5,2.65,5,,0
368,FL,12,1 ,J-36（E）,,Y3,1732.2456 ,-211.0762 ,SH,19.5,21,5.9,1.89,5,,1
369,CH,,1 ,J-36（E）,,Y3,1740.7698 ,-190.3745 ,SH,14.8,19.8,8.8,2,,,0
370,FL,15,1 ,J-36（E）,,Y3,1749.2940 ,-163.1781 ,SH,23.6,12.4,2.35,0.78,5,,0
371,FL,23,1 ,J-36（E）,,Y3,1736.3047 ,-155.8717 ,SH,42.2,24.2,8.5,6.11,14,,1
372,CH,,1 ,J-36（E）,,Y3,1731.0278 ,-142.8824 ,SH,8.2,9.2,1.2,0.07,2,,0
373,CH,,1 ,J-36（E）,,Y3,1724.9391 ,-128.6753 ,SH,13.3,4.75,1.4,0.05,,,0
374,CH,16,1 ,J-36（E）,,Y3,1914.5018 ,-243.9554 ,SH,18.65,19.2,6.1,,6,,0
375,FL,,1 ,J-36（E）,,Y3,1914.9077 ,-208.6407 ,SH,16.4,20.5,2,0.79,11,,0
376,FL,2,1 ,J-36（E）,,Y3,1884.4640 ,-242.7376 ,SH,19.25,24.1,9.15,2.92,2,,1
377,CH,23,1 ,J-36（E）,,Y3,1892.5823 ,-212.6999 ,SH,9.7,8.1,2.1,0.7,14,,0
378,CH,,1 ,J-36（E）,,Y3,1890.9586 ,-195.6514 ,SH,18.6,16.7,2.8,0.45,14,,0
379,CH,23,,J-36（E）,,Y3,,,SH,8.2,14.9,2.1,0.23,14,,0
380,CH,,1 ,J-36（E）,,Y3,1879.1871 ,-225.6892 ,SH,11.45,13.4,1.9,0.24,10,,0
381,CH,,1 ,J-36（E）,,Y3,1882.6374 ,-74.8915 ,SH,8.7,7.35,3.2,0.39,5,,0
382,CH,,1 ,J-36（E）,,Y3,1878.9841 ,-101.2760 ,SH,11.8,10.5,1.05,0.12,5,,0
383,CH,,1 ,J-36（E）,,Y3,1862.7475 ,-113.0475 ,SH,17.6,13.2,1.5,0.26,,,0
384,CH,,1 ,J-36（E）,,Y3,1863.1534 ,-91.5340 ,SH,11.8,13.1,3,0.36,9,,0
385,FL,,1 ,J-36（E）,,Y3,1867.2126 ,-77.7329 ,SH,31.2,11,8.8,2.04,10,,1
386,FL,,1 ,J-36（E）,,Y3,1868.4303 ,-63.9317 ,SH,15.05,24.1,2.85,0.74,7,,0
387,FL,18,1 ,J-36（E）,,Y3,1862.7475 ,-54.1898 ,SH,,,,,9,,0
388,KN,,1 ,J-36（E）,,Y3,1860.1090 ,-73.8767 ,SH,61.3,27.4,12.6,18.1,10,,1
389,CH,,1 ,J-36（E）,,Y3,1859.7031 ,-66.1643 ,SH,16.2,10.7,1.8,0.18,14,,0
390,FL,,1 ,J-36（E）,,Y3,1865.9948 ,-39.5768 ,SH,11.7,21.9,3.15,0.47,5,,0
391,FL,23,1 ,J-36（E）,,Y3,1892.7853 ,-6.9006 ,SH,24.75,20.3,3.45,1.4,14,,0
392,FL,23,1 ,J-36（E）,,Y3,1872.0836 ,-1.2177 ,SH,25.3,28.7,6.7,3.15,14,,0
393,CH,,1 ,J-36（E）,,Y3,1804.2956 ,-118.5274 ,SH,6.2,8.25,5.25,0.21,,,0
394,FL,,1 ,J-36（E）,,Y3,1801.0483 ,-106.7559 ,SH,22.2,19.3,5.6,1.39,7,,1
395,SP,15,1 ,J-36（E）,,Y3,1813.8346 ,-73.4708 ,SH,46.6,17.7,5.15,3.64,5,,0
396,SP,2,1 ,J-36（E）,,Y3,1810.5873 ,-54.3927 ,SH,32.4,26.3,5.25,3.08,2,,1
397,FL,16,1 ,J-36（E）,,Y3,1822.7648 ,-40.9975 ,SH,15.3,20.4,4.1,1.19,6,,1
398,石匙,,1,J-36（E）,,Y3,,,SH,15.95,10.1,9.4,0.61,,Jyomon,0
399,FL,11,1 ,J-36（E）,,Y3,1804.4986 ,-30.8496 ,SH,30.1,33,3.6,3.82,5,,1
400,FL,16,1 ,J-36（E）,,Y3,1797.1921 ,-69.0057 ,SH,21.7,12.7,4.8,1.19,6,,0
401,CH,,1 ,J-36（E）,,Y3,1779.7377 ,-44.6507 ,SH,15.1,7.1,6.1,6.1,10,,0
402,CH,,1 ,J-36（E）,,Y3,1770.8076 ,-75.0944 ,SH,14.4,9.8,3.95,0.46,14,,0
403,KN,,1 ,K-36（E）,,Y3,1826.8239 ,-6.0887 ,SH,45,32.1,7.3,10.39,22,,1
404,FL,11,1 ,J-36（E）,,Y3,1819.9234 ,-9.7420 ,SH,40.9,27.1,5.6,3.16,5,,0
405,SP,,1 ,J-36（E）,,Y3,1894.2060 ,16.2366 ,SH,26.5,4.6,6.2,0.21,5,,0
406,CH,,1 ,J-36（E）,,Y3,1873.9102 ,-57.2341 ,SH,9.4,9.6,3.5,0.25,,,0
407,PI,,1 ,J-36（E）,,Y3,1843.4665 ,-58.0460 ,SH,16.95,7.3,4.9,0.36,9,,0
408,CH,19,1 ,J-36（E）,,Y3,1824.7944 ,-82.8068 ,SH,12.8,8,1.9,0.16,10,,0
409,CH,,1 ,J-36（E）,,Y3,1820.7352 ,-97.8257 ,SH,12.1,7.7,1.7,0.14,5,,0
410,CH,,1 ,J-36（E）,,Y3,1824.7944 ,-76.7181 ,SH,8.7,15.4,4.35,0.29,5,,0
411,CH,,1 ,J-36（E）,,Y3,1782.5791 ,-63.7288 ,SH,11.8,4.7,1.7,0.09,5,,0
412,CH,,1 ,J-36（E）,,Y3,1761.0656 ,-58.8578 ,SH,13.65,10.1,4.1,0.4,2,,0
413,CH,,1 ,K-36（E）,,Y3,1830.4772 ,8.1183 ,SH,15.8,14.9,2.5,0.37,5,,0
414,CH,,1 ,J-36（E）,,Y3,1826.8239 ,-33.6910 ,SH,8.9,13.9,1.15,0.12,2,,0
415,CH,,1 ,J-36（E）,,Y3,1793.1329 ,80.3713 ,SH,9.2,7.4,1.8,0.12,5,,0
416,CH,,1 ,K-36（E）,,Y3,1875.9398 ,-38.1561 ,SH,10.3,5,1.2,0.03,2,,0
417,CH,,1 ,J-36（E）,,Y3,1985.5370 ,-195.2455 ,SH,9.5,6.8,1.9,0.02,5,,0
418,CH,,1 ,J-36（E）,,Y3,2085.7982 ,-179.4148 ,SH,14.7,7.45,0.75,0.09,9,,0
419,CH,,3 ,J-36（E）,,Y3,-924.4732 ,1520.5605 ,SH,9.45,7.15,0.65,0.03,5,,0
420,CH,,3 ,M-39（E）,,Y3,-1171.2700 ,1460.4850 ,SH,18.3,11.2,6.75,0.89,6,,0
421,FL,,3 ,M-39（E）,,Y3,-350.5083 ,768.8045 ,SH,22.7,15.3,8.8,1.15,16,,0
422,FL,24,3 ,M-39（E）,,Y3,-55.0016 ,1492.9582 ,SH,58.6,59.9,15.8,27.86,16,,1
423,CH,,3 ,M-39（E）,,Y3,-55.0016 ,1465.3560 ,SH,14,10.25,1.2,0.02,16,,0
424,CH,,3 ,M-39（E）,,Y3,-89.9104 ,1470.2269 ,SH,15.2,10.1,5.6,0.54,16,,0
425,FL,,3 ,L-39（E）,,Y3,-108.5825 ,1494.5819 ,SH,51.4,59,8.5,20.91,3,,1
426,FL,1,3 ,M-36（E）,,Y3,-132.1256 ,1423.9525 ,SH,26.8,16.32,4.45,2.18,1,,0
427,FL,,3 ,M-36（E）,,Y3,-143.4912 ,1462.1086 ,SH,22.8,11.3,5.3,1.25,16,,0
428,FL,24,3 ,M-36（E）,,Y3,-174.3408 ,1417.4579 ,SH,32.3,35.1,8.3,10.08,16,,1
429,CH,,3 ,M-36（E）,,Y3,-187.3301 ,1454.8021 ,SH,16.6,9.9,2.25,0.21,,,0
430,FL,4,3 ,M-36（E）,,Y3,-210.0614 ,1484.8399 ,SH,,,,,3,,0
431,FL,,3 ,M-38（E）,,Y3,40.7945 ,1324.0973 ,SH,25.1,42.5,11.2,8.54,8,,0
432,FL,,3 ,L-39（E）,,Y3,-43.6360 ,1620.4158 ,SH,23.9,25.1,4.9,26.1,3,,1
433,FL,,3 ,L-39（E）,,Y3,-184.8946 ,1591.1898 ,SH,16.2,22.3,9.8,2.98,15,,0
434,CH,,3 ,L-39（E）,,Y3,-193.0130 ,1554.6574 ,SH,11.1,18.9,1.6,0.38,8,,0
435,CH,3,3 ,L-39（E）,,Y3,-212.4969 ,1553.0338 ,SH,19.6,17.2,3.45,1.2,3,,0
436,FL,24,3 ,M-39（E）,,Y3,-188.9538 ,1540.8563 ,SH,31.1,33.3,7.9,7.29,16,,1
437,FL,5,3 ,M-39（E）,,Y4,-1049.4952 ,1095.9726 ,SH,20.5,16.7,4.7,1.42,3,,1
438,CH,,3 ,M-38（E）,,Y4,-889.5644 ,1073.2413 ,SH,2.2,18,6.6,0.16,,,0
439,FL,1,3 ,M-38（E）,,Y4,-831.1126 ,1364.6888 ,SH,18.4,22.1,6.1,2.17,1,,0
440,FL,,3 ,L-39（E）,,Y3,,,SH,,,,,3,,0
441,CH,,3 ,M-39（E）,,Y3,,,SH,10.6,23.2,2.2,0.43,7,,0
442,FL,,3 ,L-38（E）,,Y3,,,SH,32.5,15.1,11.2,2.51,3,,0
443,CH,13,2 ,K-38（E）,,Y3,,,SH,15.05,19.1,2.9,0.69,5,,0
445,RBL,20,3 ,M-38（E）,倒木痕,Y4?,,,SH,31.4,18.7,12.7,5.56,11,,0
446,RBL,20,3 ,M-38（E）,,Y4?,,,SH,35.9,46.8,15.25,23.23,11,,0
447,CH,,3 ,M-38（E）,倒木痕,Y4?,,,SH,17.4,11.75,8.15,0.66,7,,1
448,RF,5,3 ,M-38（E）,倒木痕,Y4?,,,SH,,,,,3,,0
449,FL,,,M-17（E）,倒木痕,埋土,,,SH,49.9,50.05,7.4,14.9,,,0
450,PE,,,L-41（E）,,Y4,,,?,,,,,,Jyomon,0
451,BL,,2 ,K-38（E）,,表採,,,SH,40.9,17.5,4.6,3.47,31,,1
452,CH,,2 ,K-38（E）,廃土,Y3M,,,SH,16.95,15.6,4.3,0.96,3,,0
453,FL,,,K-37（E）,廃土,Y3M,,,SH,26,28.7,2.8,1.92,1,,0
454,FL,,2 ,J-38（E）,廃土,Y3M,,,SH,20.6,20.1,2.35,1.1,,,0
455,CH,,2 ,K-38（E）,廃土,Y3M,,,SH,17.1,15.6,1.55,0.38,7,,0
456,FL,,2 ,K-38（E）,廃土,Y3,,,SH,16.4,20.55,7.9,1.17,2,,0
457,CH,,2 ,K-38（E）,廃土,Y3M,,,SH,16.3,13.1,1,0.28,7,,0
458,FL,17,2 ,K-38（E）,,Y3M,,,SH,22.7,11.65,4.45,0.76,7,,0
459,CH,16,2 ,K-38（E）,廃土,Y3M,,,SH,11.2,13.2,3.8,0.41,6,,0
460,CH,,2 ,K-38（E）,廃土,Y3M,,,SH,9.2,3.4,1.9,0.17,,,0
461,FL,,2 ,K-38（E）,廃土,Y3M,,,SH,,4,5,17.2,,,0
462,CH,,3 ,M-38・39、L-38・39（E）,廃土,Y3M,,,SH,14,14.9,4.1,0.86,3,,0
463,CH,,3 ,M-38・39、L-38・39（E）,廃土,Y3M,,,SH,8.55,9.6,3.6,0.24,16,,0
464,CH,,3 ,M-38・39、L-38・39（E）,廃土,Y3M,,,SH,13.1,8.7,2.35,0.11,5,,0
465,CH,,3 ,M-38・39、L-38・39（E）,廃土,Y3M,,,SH,5.7,11.9,2.05,0.08,16,,0
466,CH,,,K-37（E）,廃土,Y3,,,SH,10.7,8.1,2.45,0.22,,,0
467,SP,,,K-37（E）,廃土,Y3,,,SH,22,7,4.6,0.49,,,0
468,CH,,2 ,K-38（E）,廃土,Y3,,,SH,15.6,13.3,2.3,0.25,3,,0
469,CH,,2 ,J-38（E）,廃土,Y3,,,SH,18.2,11.3,7.45,0.06,3,,0
470,FL,,,J-37（E）,廃土,Y3,,,SH,14.6,21.6,2.35,0.75,,,0
471,RF,9,,J-37（E）,廃土,Y3,,,SH,24.1,14.1,5.4,1.87,1,,1
472,AX,,1,K-35（E）,,Y2,,,TF,34.05,17.8,8.7,8.92,,Jyomon,0
473,SP,,1 ,K-35（E）,,Y2,,,SH,30.5,14.55,9.3,2.12,2,,0
474,AH,,1,K-35（E）,,Y2,,,SH,25.8,15.4,3.4,1.13,,Jyomon,0
475,BL,,,K-31（E）,,Y3,,,SH,58.8,21.8,6.4,8.24,32,,1
476,RF,25,,K-31（E）,,Y3,,,SH,16.9,21.9,4.7,1.51,8,,0
477,FL,,,K-31（E）,,Y3,,,SH,33.75,27.8,8.9,6.39,8,,1
478,CH,,,K-31（E）,,Y3,,,SH,16.1,19.3,7.95,1.08,13,,0
479,FL,,,K-31（E）,,Y3,,,SH,47.9,59.7,12.3,29.2,8,,0
480,PI,,,K-31（E）,,Y3,,,SH,49.7,46.4,11.8,26.78,,,0
481,FL,,,K-31（E）,,Y3,,,SH,81.3,47.55,20,45.79,8,,1
482,FL,,,L-38（E）,,表採,,,SH,28.85,16.1,5,1.96,16,,0
483,RF,25,,J-31（E）,,Y3,,,SH,23.3,22.55,6.6,2.74,8,,0
484,RF,,,E,,表採,,,TF,44.7,36.4,11,15.74,,,0
485,FL,,,E,,表採,,,?,56.4,50.9,8.4,22.21,,,0
486,CH,,,,,,,,SH,4.85,11.2,1.9,0.11,16,,0
487,FL,,3 ,M-38（E）,,Y4,,,SH,22.7,17.5,4.2,0.89,,,0
488,FL,,3 ,M-38（E）,倒木痕,Y4?,,,?,,,,,,,0
489,FL,,,,,,,,?,,,,,,,0
490,FL,7,,,,,,,SH,,,,,3,,0
491,FL,,,,,,,,?,,,,,,,0
492,FL,,,,,,,,?,,,,,,,0
493,FL,,,,,,,,?,,,,,,,0
494,CH,,1 ,K-36（E）,廃土,Y3M,,,?,16.4,12.05,3.05,0.39,,,0
495,PO,,1,K-36（E）,廃土,Y3M,,,TF,12.3,16.6,5.6,0.85,,Jyomon,0
496,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,10.7,10.4,1.8,0.1,2,,0
497,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,13.7,19.45,4.4,0.54,5,,0
498,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,19,12.65,2.35,0.59,,,0
499,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,11.4,11.6,1.25,0.23,5,,0
500,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,10.8,14.2,2.2,0.27,,,0
501,CH,23,1 ,K-36（E）,廃土,Y3M,,,SH,10.8,14.5,2.7,0.43,14,,0
502,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,8.3,7.3,1.4,0.11,2,,0
503,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,18,12.2,4.55,0.81,7,,0
504,CH,2,1 ,K-36（E）,廃土,Y3M,,,SH,17.75,14.4,4.1,0.54,2,,0
505,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,10.45,13.15,2.7,0.26,,,0
506,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,9.05,6.5,1.4,0.02,,,0
507,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,8.1,7.45,1.05,0.06,,,0
508,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,13.1,9.7,2.3,0.18,,,0
509,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,7.7,5.95,0.9,0.07,,,0
510,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,8.95,7.7,1.2,0.03,,,0
511,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,12,11.6,2.3,0.24,5,,0
512,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,9.05,9.1,1.4,0.07,,,0
513,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,5.95,10.6,1.5,0.07,,,0
514,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,12.3,11.05,0.9,0.15,3,,0
515,CH,,1 ,K-36（E）,廃土,Y3M,,,SH,6.2,11.1,1.7,0.05,5,,0
516,CH,,3 ,M-38・39、L-38・39（E）,廃土,Y3M,,,SH,15.8,16.2,5,0.52,,,0
